case,implementation,status,error,dimension,family,input_format,output_format,wb,betatotal,aspect,raxis_cc,volume_p,iotaf_edge,pressure_axis,plasma_current
VMEC2000/python/tests/circular_tokamak,parvmec,success,,3,vmec_family,vmec_indata,wout_netcdf,172.39494071067563,0.0,3.0000000000000013,6.132188475289251,473.74101125228947,0.2499999999999999,0.0,-5113741.190371749
VMEC2000/python/tests/circular_tokamak,spec,failed,Unsupported: SPEC requires a native .sp input,3,spec_mhd,spec_namelist,spec_hdf5,,,,,,,,
VMEC2000/python/tests/circular_tokamak,spectre,success,,3,spectre_mhd,vmec_indata_or_spectre_toml,spectre_json,,,,,,,,
VMEC2000/python/tests/circular_tokamak,vmec2000,success,,3,vmec_family,vmec_indata,wout_netcdf,172.39494071067563,0.0,3.0000000000000013,6.132188475289251,473.74101125228947,0.2499999999999999,0.0,-5113741.190371749
VMEC2000/python/tests/circular_tokamak,vmecpp,success,,3,vmec_family,vmec_indata,wout_netcdf,172.3949407106756,0.0,3.0000000000000013,6.132188475289213,473.74101125228947,0.24999999999999994,0.0,-5113741.190369046
VMEC2000/python/tests/circular_tokamak,vmex,success,,3,vmec_family,vmec_indata,wout_netcdf,172.3949407106757,0.0,2.9999999999999982,6.132188475289199,473.7410112522893,0.24999999999999994,0.0,-5113741.190368335
VMEC2000/python/tests/li383_low_res,chease,failed,Unsupported: CHEASE requires a 2-D GEQDSK input,3,grad_shafranov,vmec_indata_via_geqdsk,geqdsk,,,,,,,,
VMEC2000/python/tests/li383_low_res,desc,success,,3,vmec_family,vmec_indata,wout_netcdf,0.09605018951821888,0.04240397538267535,4.3549675967508215,1.477010842606855,2.981387270163289,0.3151708310138807,73408.0,174249.80181999365
VMEC2000/python/tests/li383_low_res,educational_vmec,success,,3,vmec_family,vmec_indata,wout_netcdf,0.09601573665862613,0.0426211377319605,4.3549675967508055,1.4760740373918826,2.9813872701632924,0.655655040342425,73686.13886756107,-177180.66296951927
VMEC2000/python/tests/li383_low_res,freegs,failed,Unsupported: FreeGS is restricted to 2-D Grad-Shafranov cases,3,grad_shafranov,vmec_indata_or_case,geqdsk,,,,,,,,
VMEC2000/python/tests/li383_low_res,gvec,failed,Run failed,3,vmec_family,vmec_indata,gvec_state,,,,,,,,
VMEC2000/python/tests/li383_low_res,jvmec,failed,Run failed,3,vmec_family,vmec_indata,wout_netcdf,,,,,,,,
VMEC2000/python/tests/li383_low_res,parvmec,success,,3,vmec_family,vmec_indata,wout_netcdf,0.09601573538802476,0.04262115259194689,4.3549675967508055,1.4760749266902895,2.9813872701632924,0.6556508142483026,73686.13886756107,-177180.66296951973
VMEC2000/python/tests/li383_low_res,spec,failed,Unsupported: SPEC requires a native .sp input,3,spec_mhd,spec_namelist,spec_hdf5,,,,,,,,
VMEC2000/python/tests/li383_low_res,spectre,failed,Run failed,3,spectre_mhd,vmec_indata_or_spectre_toml,spectre_json,,,,,,,,
VMEC2000/python/tests/li383_low_res,vmec2000,success,,3,vmec_family,vmec_indata,wout_netcdf,0.09601573538802477,0.04262115259194696,4.3549675967508055,1.4760749266903046,2.9813872701632924,0.6556508142483045,73686.13886756107,-177180.66296951988
VMEC2000/python/tests/li383_low_res,vmecpp,success,,3,vmec_family,vmec_indata,wout_netcdf,0.0960157366586259,0.04262113773196053,4.354967596750809,1.476074037391897,2.98138727016329,0.6556550403424313,73686.13886756107,-177180.66296952043
VMEC2000/python/tests/li383_low_res,vmex,success,,3,vmec_family,vmec_indata,wout_netcdf,0.09601573538802492,0.042621152591947,4.354967596750819,1.4760749266903084,2.9813872701632915,0.6556508142483276,73686.13886756107,-177180.6629695203
VMEC2000/python/tests/up_down_asymmetric_tokamak,chease,failed,Unsupported: CHEASE requires a 2-D GEQDSK input,3,grad_shafranov,vmec_indata_via_geqdsk,geqdsk,,,,,,,,
VMEC2000/python/tests/up_down_asymmetric_tokamak,desc,success,,3,vmec_family,vmec_indata,wout_netcdf,15.30143221424381,0.0,10.099999999968906,5.930288548110188,43.06305792270037,0.25,0.0,-630829.8273637958
VMEC2000/python/tests/up_down_asymmetric_tokamak,educational_vmec,success,,3,vmec_family,vmec_indata,wout_netcdf,15.300288664000133,0.0,10.100000000000003,6.039384769904101,43.063057922833096,0.2499999999999999,0.0,-836211.5546633236
VMEC2000/python/tests/up_down_asymmetric_tokamak,freegs,failed,Unsupported: FreeGS is restricted to 2-D Grad-Shafranov cases,3,grad_shafranov,vmec_indata_or_case,geqdsk,,,,,,,,
VMEC2000/python/tests/up_down_asymmetric_tokamak,gvec,success,,3,vmec_family,vmec_indata,gvec_state,,,10.1,6.0368534773032,43.0630579228331,-0.25,0.0,
VMEC2000/python/tests/up_down_asymmetric_tokamak,jvmec,success,,3,vmec_family,vmec_indata,wout_netcdf,15.300288663843528,0.0,10.099999999999952,6.039384881459499,43.063057922832776,0.2499999999999999,0.0,-836211.566567134
VMEC2000/python/tests/up_down_asymmetric_tokamak,parvmec,success,,3,vmec_family,vmec_indata,wout_netcdf,15.30028866384349,0.0,10.100000000000003,6.039384881544328,43.063057922833096,0.2499999999999999,0.0,-836211.5660860001
VMEC2000/python/tests/up_down_asymmetric_tokamak,spec,failed,Unsupported: SPEC requires a native .sp input,3,spec_mhd,spec_namelist,spec_hdf5,,,,,,,,
VMEC2000/python/tests/up_down_asymmetric_tokamak,spectre,success,,3,spectre_mhd,vmec_indata_or_spectre_toml,spectre_json,,,,,,,,
VMEC2000/python/tests/up_down_asymmetric_tokamak,vmec2000,success,,3,vmec_family,vmec_indata,wout_netcdf,15.300291354743818,0.0,10.100000000000003,6.039034412091813,43.063057922833096,0.2499999999999999,0.0,-836401.7151810884
VMEC2000/python/tests/up_down_asymmetric_tokamak,vmecpp,success,,3,vmec_family,vmec_indata,wout_netcdf,0.0,,10.100000000000003,3.4825936785264204,43.063057922833096,0.25,5.529532524014215e-304,0.0
VMEC2000/python/tests/up_down_asymmetric_tokamak,vmex,success,,3,vmec_family,vmec_indata,wout_netcdf,15.300288663843506,0.0,10.100000000000012,6.039384881615903,43.063057922833046,0.24999999999999994,0.0,-836211.5666339123
VMEX/data/DIII-D_lasym_false,chease,failed,Unsupported: CHEASE requires a 2-D GEQDSK input,3,grad_shafranov,vmec_indata_via_geqdsk,geqdsk,,,,,,,,
VMEX/data/DIII-D_lasym_false,desc,success,,3,vmec_family,vmec_indata,wout_netcdf,0.9027876466867392,0.014950603164679563,2.0784769799776455,1.7180872679115078,19.345762491071632,-0.21339629523923326,59054.641000000025,-1401725.1389919552
VMEX/data/DIII-D_lasym_false,educational_vmec,failed,Unsupported: required MGRID fixture unavailable: mgrid_d3d_ef.nc,3,vmec_family,vmec_indata,wout_netcdf,,,,,,,,
VMEX/data/DIII-D_lasym_false,freegs,failed,Unsupported: FreeGS is restricted to 2-D Grad-Shafranov cases,3,grad_shafranov,vmec_indata_or_case,geqdsk,,,,,,,,
VMEX/data/DIII-D_lasym_false,gvec,failed,Unsupported: required MGRID fixture unavailable: mgrid_d3d_ef.nc,3,vmec_family,vmec_indata,gvec_state,,,,,,,,
VMEX/data/DIII-D_lasym_false,jvmec,failed,Unsupported: required MGRID fixture unavailable: mgrid_d3d_ef.nc,3,vmec_family,vmec_indata,wout_netcdf,,,,,,,,
VMEX/data/DIII-D_lasym_false,parvmec,failed,Unsupported: required MGRID fixture unavailable: mgrid_d3d_ef.nc,3,vmec_family,vmec_indata,wout_netcdf,,,,,,,,
VMEX/data/DIII-D_lasym_false,spec,failed,Unsupported: SPEC requires a native .sp input,3,spec_mhd,spec_namelist,spec_hdf5,,,,,,,,
VMEX/data/DIII-D_lasym_false,spectre,failed,Unsupported: required MGRID fixture unavailable: mgrid_d3d_ef.nc,3,spectre_mhd,vmec_indata_or_spectre_toml,spectre_json,,,,,,,,
VMEX/data/DIII-D_lasym_false,vmec2000,failed,Unsupported: required MGRID fixture unavailable: mgrid_d3d_ef.nc,3,vmec_family,vmec_indata,wout_netcdf,,,,,,,,
VMEX/data/DIII-D_lasym_false,vmecpp,failed,Unsupported: required MGRID fixture unavailable: mgrid_d3d_ef.nc,3,vmec_family,vmec_indata,wout_netcdf,,,,,,,,
VMEX/data/DIII-D_lasym_false,vmex,failed,Unsupported: required MGRID fixture unavailable: mgrid_d3d_ef.nc,3,vmec_family,vmec_indata,wout_netcdf,,,,,,,,
VMEX/data/DSHAPE,chease,failed,Unsupported: CHEASE requires a 2-D GEQDSK input,3,grad_shafranov,vmec_indata_via_geqdsk,geqdsk,,,,,,,,
VMEX/data/DSHAPE,desc,success,,3,vmec_family,vmec_indata,wout_netcdf,0.06202588762073072,0.029161434445928846,2.927774950515224,3.712483229112473,99.45700630158474,0.32999999999999996,1600.0,-224677.60615847842
VMEX/data/DSHAPE,educational_vmec,success,,3,vmec_family,vmec_indata,wout_netcdf,0.06202590737233558,0.029160921088557376,2.927774950515221,3.712537626357383,99.4570063015846,0.3299999999999999,1599.9255998511992,-225219.92310739929
VMEX/data/DSHAPE,freegs,failed,Unsupported: FreeGS is restricted to 2-D Grad-Shafranov cases,3,grad_shafranov,vmec_indata_or_case,geqdsk,,,,,,,,
VMEX/data/DSHAPE,gvec,success,,3,vmec_family,vmec_indata,gvec_state,,,2.9277749505152175,3.71287866644948,99.4570063015846,-0.33,1600.0,
VMEX/data/DSHAPE,jvmec,success,,3,vmec_family,vmec_indata,wout_netcdf,0.06202590737233546,0.0,2.927774950515229,3.712537626359599,99.45700630158474,0.32999999999999985,0.0,-225219.92313048407
VMEX/data/DSHAPE,parvmec,success,,3,vmec_family,vmec_indata,wout_netcdf,0.06202590737277843,0.029160921095565548,2.927774950515221,3.712537443684042,99.4570063015846,0.3299999999999999,1599.9255998511992,-225220.4864513043
VMEX/data/DSHAPE,spec,failed,Unsupported: SPEC requires a native .sp input,3,spec_mhd,spec_namelist,spec_hdf5,,,,,,,,
VMEX/data/DSHAPE,spectre,success,,3,spectre_mhd,vmec_indata_or_spectre_toml,spectre_json,,,,,,,,
VMEX/data/DSHAPE,vmec2000,success,,3,vmec_family,vmec_indata,wout_netcdf,0.06202590737277843,0.029160921095565548,2.927774950515221,3.712537443684042,99.4570063015846,0.3299999999999999,1599.9255998511992,-225220.4864513043
VMEX/data/DSHAPE,vmecpp,success,,3,vmec_family,vmec_indata,wout_netcdf,0.062025907372701784,0.029160921094262646,2.927774950515221,3.712537457799513,99.4570063015846,0.3299999999999999,1599.9255998511992,-225220.53538912718
VMEX/data/DSHAPE,vmex,success,,3,vmec_family,vmec_indata,wout_netcdf,0.062025907372778404,0.029160921095565537,2.9277749505152197,3.7125374436840715,99.4570063015846,0.3299999999999999,1599.9255998511992,-225220.48645166645
VMEX/data/ITERModel,chease,failed,Unsupported: CHEASE requires a 2-D GEQDSK input,3,grad_shafranov,vmec_indata_via_geqdsk,geqdsk,,,,,,,,
VMEX/data/ITERModel,desc,success,,3,vmec_family,vmec_indata,wout_netcdf,172.39155938490737,0.0,3.0,6.131438484626747,473.74101125228947,0.25,0.0,-5075399.454140629
VMEX/data/ITERModel,educational_vmec,success,,3,vmec_family,vmec_indata,wout_netcdf,172.39190882776126,0.0,2.999999999999999,6.132091444905258,473.7410112522891,0.2499999999999999,0.0,-5091206.938586978
VMEX/data/ITERModel,freegs,failed,Unsupported: FreeGS is restricted to 2-D Grad-Shafranov cases,3,grad_shafranov,vmec_indata_or_case,geqdsk,,,,,,,,
VMEX/data/ITERModel,gvec,success,,3,vmec_family,vmec_indata,gvec_state,,,3.0,6.13209404329586,473.741011252289,-0.25,0.0,
VMEX/data/ITERModel,jvmec,success,,3,vmec_family,vmec_indata,wout_netcdf,172.3919088277614,0.0,2.9999999999999725,6.132091444905197,473.7410112522848,0.25000000000000006,0.0,-5091206.938630934
VMEX/data/ITERModel,parvmec,success,,3,vmec_family,vmec_indata,wout_netcdf,172.39190882776128,0.0,2.999999999999999,6.13209144490627,473.7410112522891,0.2499999999999999,0.0,-5091206.9385698745
VMEX/data/ITERModel,spec,failed,Unsupported: SPEC requires a native .sp input,3,spec_mhd,spec_namelist,spec_hdf5,,,,,,,,
VMEX/data/ITERModel,spectre,failed,Run failed,3,spectre_mhd,vmec_indata_or_spectre_toml,spectre_json,,,,,,,,
VMEX/data/ITERModel,vmec2000,success,,3,vmec_family,vmec_indata,wout_netcdf,172.39190882776128,0.0,2.999999999999999,6.13209144490627,473.7410112522891,0.2499999999999999,0.0,-5091206.9385698745
VMEX/data/ITERModel,vmecpp,success,,3,vmec_family,vmec_indata,wout_netcdf,172.39190882776143,0.0,2.999999999999999,6.132091444904859,473.7410112522891,0.25000000000000006,0.0,-5091206.938620534
VMEX/data/ITERModel,vmex,success,,3,vmec_family,vmec_indata,wout_netcdf,172.3919088277614,0.0,2.9999999999999987,6.132091444904821,473.7410112522892,0.25000000000000006,0.0,-5091206.938594525
VMEX/data/LandremanPaul2021_QA_beta0p5_bootstrap,chease,failed,Unsupported: CHEASE requires a 2-D GEQDSK input,3,grad_shafranov,vmec_indata_via_geqdsk,geqdsk,,,,,,,,
VMEX/data/LandremanPaul2021_QA_beta0p5_bootstrap,desc,success,,3,vmec_family,vmec_indata,wout_netcdf,0.2552443186608743,0.00514414418170994,5.99999660406747,1.0634332773345823,0.5864764932815509,0.11631115953340848,144195.897,95673.45776731936
VMEX/data/LandremanPaul2021_QA_beta0p5_bootstrap,educational_vmec,failed,Run failed,3,vmec_family,vmec_indata,wout_netcdf,,,,,,,,
VMEX/data/LandremanPaul2021_QA_beta0p5_bootstrap,freegs,failed,Unsupported: FreeGS is restricted to 2-D Grad-Shafranov cases,3,grad_shafranov,vmec_indata_or_case,geqdsk,,,,,,,,
VMEX/data/LandremanPaul2021_QA_beta0p5_bootstrap,gvec,failed,Unsupported: VMEC current profile of type cubic_spline_ip is not supported for conversion,3,vmec_family,vmec_indata,gvec_state,,,,,,,,
VMEX/data/LandremanPaul2021_QA_beta0p5_bootstrap,jvmec,failed,Run failed,3,vmec_family,vmec_indata,wout_netcdf,,,,,,,,
VMEX/data/LandremanPaul2021_QA_beta0p5_bootstrap,parvmec,success,,3,vmec_family,vmec_indata,wout_netcdf,0.25519637639841497,0.0050388454183461755,5.9999966000966385,1.0290955960480164,0.5864764923756429,0.3049731474914963,144195.91819055873,-95778.34986522877
VMEX/data/LandremanPaul2021_QA_beta0p5_bootstrap,spec,failed,Unsupported: SPEC requires a native .sp input,3,spec_mhd,spec_namelist,spec_hdf5,,,,,,,,
VMEX/data/LandremanPaul2021_QA_beta0p5_bootstrap,spectre,failed,Run failed,3,spectre_mhd,vmec_indata_or_spectre_toml,spectre_json,,,,,,,,
VMEX/data/LandremanPaul2021_QA_beta0p5_bootstrap,vmec2000,success,,3,vmec_family,vmec_indata,wout_netcdf,0.2551963763984139,0.00503884541834618,5.9999966000966385,1.029095596047897,0.5864764923756429,0.30497314749197624,144195.91819055873,-95778.34986522868
VMEX/data/LandremanPaul2021_QA_beta0p5_bootstrap,vmecpp,success,,3,vmec_family,vmec_indata,wout_netcdf,0.2551963764046008,0.0050388454605887825,5.999996600096598,1.029095605444004,0.5864764923756426,0.30497321613718376,144195.91819055873,-95778.34986522922
VMEX/data/LandremanPaul2021_QA_beta0p5_bootstrap,vmex,success,,3,vmec_family,vmec_indata,wout_netcdf,0.2551963763984141,0.005038845418346196,5.9999966000965745,1.0290955960481536,0.5864764923756421,0.30497314749182425,144195.91819055873,-95778.34986522885
VMEX/data/LandremanPaul2021_QA_beta2p5_bootstrap,chease,failed,Unsupported: CHEASE requires a 2-D GEQDSK input,3,grad_shafranov,vmec_indata_via_geqdsk,geqdsk,,,,,,,,
VMEX/data/LandremanPaul2021_QA_beta2p5_bootstrap,desc,success,,3,vmec_family,vmec_indata,wout_netcdf,0.255438049392283,0.02564298044906866,5.999996604062505,1.0455032092937602,0.5864764932810655,0.01588655248971228,720979.4849999999,272107.36354954273
VMEX/data/LandremanPaul2021_QA_beta2p5_bootstrap,educational_vmec,failed,Run failed,3,vmec_family,vmec_indata,wout_netcdf,,,,,,,,
VMEX/data/LandremanPaul2021_QA_beta2p5_bootstrap,freegs,failed,Unsupported: FreeGS is restricted to 2-D Grad-Shafranov cases,3,grad_shafranov,vmec_indata_or_case,geqdsk,,,,,,,,
VMEX/data/LandremanPaul2021_QA_beta2p5_bootstrap,gvec,failed,Unsupported: VMEC current profile of type cubic_spline_ip is not supported for conversion,3,vmec_family,vmec_indata,gvec_state,,,,,,,,
VMEX/data/LandremanPaul2021_QA_beta2p5_bootstrap,jvmec,failed,Run failed,3,vmec_family,vmec_indata,wout_netcdf,,,,,,,,
VMEX/data/LandremanPaul2021_QA_beta2p5_bootstrap,parvmec,success,,3,vmec_family,vmec_indata,wout_netcdf,0.2554710404733955,0.02546906319749342,5.9999966000966385,1.0435642218493841,0.5864764923756429,0.43470954040963145,720979.5909527938,-272398.4965221526
VMEX/data/LandremanPaul2021_QA_beta2p5_bootstrap,spec,failed,Unsupported: SPEC requires a native .sp input,3,spec_mhd,spec_namelist,spec_hdf5,,,,,,,,
VMEX/data/LandremanPaul2021_QA_beta2p5_bootstrap,spectre,failed,Run failed,3,spectre_mhd,vmec_indata_or_spectre_toml,spectre_json,,,,,,,,
VMEX/data/LandremanPaul2021_QA_beta2p5_bootstrap,vmec2000,success,,3,vmec_family,vmec_indata,wout_netcdf,0.25547104047338937,0.02546906319749502,5.9999966000966385,1.043564221848377,0.5864764923756429,0.434709540404945,720979.5909527938,-272398.49652215315
VMEX/data/LandremanPaul2021_QA_beta2p5_bootstrap,vmecpp,success,,3,vmec_family,vmec_indata,wout_netcdf,0.2554710386931028,0.025469082453414074,5.999996600096598,1.0435682684413954,0.5864764923756426,0.4347048314814934,720979.5909527938,-272398.49652215303
VMEX/data/LandremanPaul2021_QA_beta2p5_bootstrap,vmex,success,,3,vmec_family,vmec_indata,wout_netcdf,0.2554710404734043,0.02546906319749401,5.9999966000965745,1.0435642218536174,0.5864764923756421,0.43470954041615384,720979.5909527938,-272398.49652215355
VMEX/data/LandremanPaul2021_QA_lowres,chease,failed,Unsupported: CHEASE requires a 2-D GEQDSK input,3,grad_shafranov,vmec_indata_via_geqdsk,geqdsk,,,,,,,,
VMEX/data/LandremanPaul2021_QA_lowres,desc,success,,3,vmec_family,vmec_indata,wout_netcdf,0.00713791625402822,0.0,6.000007805810176,1.0039277997627531,0.5647123607586784,0.41605501867845135,0.0,-1.6917307705502746e-11
VMEX/data/LandremanPaul2021_QA_lowres,educational_vmec,success,,3,vmec_family,vmec_indata,wout_netcdf,0.0071379165339377215,0.0,6.000007793589528,1.0040840173707557,0.564712363024845,0.4157723787556401,0.0,1.1153729849444627e-10
VMEX/data/LandremanPaul2021_QA_lowres,freegs,failed,Unsupported: FreeGS is restricted to 2-D Grad-Shafranov cases,3,grad_shafranov,vmec_indata_or_case,geqdsk,,,,,,,,
VMEX/data/LandremanPaul2021_QA_lowres,gvec,success,,3,vmec_family,vmec_indata,gvec_state,,,6.00000779358955,1.00382297617376,0.564712363024842,-0.415833551471753,0.0,
VMEX/data/LandremanPaul2021_QA_lowres,jvmec,failed,Run failed,3,vmec_family,vmec_indata,wout_netcdf,,,,,,,,
VMEX/data/LandremanPaul2021_QA_lowres,parvmec,success,,3,vmec_family,vmec_indata,wout_netcdf,0.007137916595572437,0.0,6.000007793589528,1.0040646126210646,0.564712363024845,0.4157801876253753,0.0,3.8760227666356784e-11
VMEX/data/LandremanPaul2021_QA_lowres,spec,failed,Unsupported: SPEC requires a native .sp input,3,spec_mhd,spec_namelist,spec_hdf5,,,,,,,,
VMEX/data/LandremanPaul2021_QA_lowres,spectre,failed,Run failed,3,spectre_mhd,vmec_indata_or_spectre_toml,spectre_json,,,,,,,,
VMEX/data/LandremanPaul2021_QA_lowres,vmec2000,success,,3,vmec_family,vmec_indata,wout_netcdf,0.0071379165955724345,0.0,6.000007793589528,1.0040646126361057,0.564712363024845,0.41578018760939617,0.0,6.925341376751158e-11
VMEX/data/LandremanPaul2021_QA_lowres,vmecpp,success,,3,vmec_family,vmec_indata,wout_netcdf,0.007137916574462422,0.0,6.000007793589531,1.004068447970246,0.5647123630248432,0.415783360642104,0.0,1.3552527156068805e-12
VMEX/data/LandremanPaul2021_QA_lowres,vmex,failed,Run failed,3,vmec_family,vmec_indata,wout_netcdf,,,,,,,,
VMEX/data/LandremanPaul2021_QA_lowres1,chease,failed,Unsupported: CHEASE requires a 2-D GEQDSK input,3,grad_shafranov,vmec_indata_via_geqdsk,geqdsk,,,,,,,,
VMEX/data/LandremanPaul2021_QA_lowres1,desc,success,,3,vmec_family,vmec_indata,wout_netcdf,0.007137977227624258,0.0,6.000007805809669,1.0033362325346507,0.5647123607586305,0.4191523517967388,0.0,2.460699302618581e-11
VMEX/data/LandremanPaul2021_QA_lowres1,educational_vmec,success,,3,vmec_family,vmec_indata,wout_netcdf,0.0071379165488916554,0.0,6.00000779358954,1.0040243422222312,0.564712363024845,0.415766118464006,0.0,-6.179952383167375e-11
VMEX/data/LandremanPaul2021_QA_lowres1,freegs,failed,Unsupported: FreeGS is restricted to 2-D Grad-Shafranov cases,3,grad_shafranov,vmec_indata_or_case,geqdsk,,,,,,,,
VMEX/data/LandremanPaul2021_QA_lowres1,gvec,success,,3,vmec_family,vmec_indata,gvec_state,,,6.00000779358955,1.0038265434329,0.564712363024841,-0.415824372253713,0.0,
VMEX/data/LandremanPaul2021_QA_lowres1,jvmec,failed,Run failed,3,vmec_family,vmec_indata,wout_netcdf,,,,,,,,
VMEX/data/LandremanPaul2021_QA_lowres1,parvmec,success,,3,vmec_family,vmec_indata,wout_netcdf,0.007137916565216216,0.0,6.000007793589545,1.003931615469469,0.5647123630248451,0.4157121500964318,0.0,5.44811591673966e-11
VMEX/data/LandremanPaul2021_QA_lowres1,spec,failed,Unsupported: SPEC requires a native .sp input,3,spec_mhd,spec_namelist,spec_hdf5,,,,,,,,
VMEX/data/LandremanPaul2021_QA_lowres1,spectre,failed,Run failed,3,spectre_mhd,vmec_indata_or_spectre_toml,spectre_json,,,,,,,,
VMEX/data/LandremanPaul2021_QA_lowres1,vmec2000,success,,3,vmec_family,vmec_indata,wout_netcdf,0.007137916565216195,0.0,6.00000779358954,1.0039316154667588,0.564712363024845,0.4157121500962244,0.0,4.9737774662772516e-11
VMEX/data/LandremanPaul2021_QA_lowres1,vmecpp,success,,3,vmec_family,vmec_indata,wout_netcdf,0.007137916564320482,0.0,6.000007793589536,1.0039264421714194,0.5647123630248442,0.4157123655983045,0.0,5.041540102057595e-11
VMEX/data/LandremanPaul2021_QA_lowres1,vmex,success,,3,vmec_family,vmec_indata,wout_netcdf,0.007137916565216206,0.0,6.000007793589545,1.00393161547107,0.564712363024844,0.41571215009610357,0.0,1.2739375526704677e-11
VMEX/data/LandremanPaul2021_QA_reactorScale_lowres,chease,failed,Unsupported: CHEASE requires a 2-D GEQDSK input,3,grad_shafranov,vmec_indata_via_geqdsk,geqdsk,,,,,,,,
VMEX/data/LandremanPaul2021_QA_reactorScale_lowres,desc,success,,3,vmec_family,vmec_indata,wout_netcdf,255.44949882259482,0.0,6.000007791660843,10.166295804169867,586.4299990945351,0.4161130205831382,0.0,-2.2497822195369885e-10
VMEX/data/LandremanPaul2021_QA_reactorScale_lowres,educational_vmec,success,,3,vmec_family,vmec_indata,wout_netcdf,255.44950771857765,0.0,6.000007793589189,10.167764835429061,586.4300023577529,0.41579270589574635,0.0,3.989863994746656e-10
VMEX/data/LandremanPaul2021_QA_reactorScale_lowres,freegs,failed,Unsupported: FreeGS is restricted to 2-D Grad-Shafranov cases,3,grad_shafranov,vmec_indata_or_case,geqdsk,,,,,,,,
VMEX/data/LandremanPaul2021_QA_reactorScale_lowres,gvec,failed,Run failed,3,vmec_family,vmec_indata,gvec_state,,,,,,,,
VMEX/data/LandremanPaul2021_QA_reactorScale_lowres,jvmec,success,,3,vmec_family,vmec_indata,wout_netcdf,255.4495077185247,0.0,5.940872851153205,10.167764833493097,542.81748234439,0.41579270540346414,0.0,2.96637714392034e-09
VMEX/data/LandremanPaul2021_QA_reactorScale_lowres,parvmec,failed,No VMEC NetCDF output produced by PARVMEC,3,vmec_family,vmec_indata,wout_netcdf,,,,,,,,
VMEX/data/LandremanPaul2021_QA_reactorScale_lowres,spec,failed,Unsupported: SPEC requires a native .sp input,3,spec_mhd,spec_namelist,spec_hdf5,,,,,,,,
VMEX/data/LandremanPaul2021_QA_reactorScale_lowres,spectre,failed,Run failed,3,spectre_mhd,vmec_indata_or_spectre_toml,spectre_json,,,,,,,,
VMEX/data/LandremanPaul2021_QA_reactorScale_lowres,vmec2000,success,,3,vmec_family,vmec_indata,wout_netcdf,255.44951184995804,0.0,6.000007793589189,10.167748593286106,586.4300023577529,0.4157911300321824,0.0,-6.071532165918825e-11
VMEX/data/LandremanPaul2021_QA_reactorScale_lowres,vmecpp,failed,Run failed,3,vmec_family,vmec_indata,wout_netcdf,,,,,,,,
VMEX/data/LandremanPaul2021_QA_reactorScale_lowres,vmex,success,,3,vmec_family,vmec_indata,wout_netcdf,255.44951184995858,0.0,6.000007793589169,10.167748593286097,586.4300023577522,0.41579113003021767,0.0,1.040834085586084e-09
VMEX/data/LandremanPaul2021_QH_reactorScale_lowres,chease,failed,Unsupported: CHEASE requires a 2-D GEQDSK input,3,grad_shafranov,vmec_indata_via_geqdsk,geqdsk,,,,,,,,
VMEX/data/LandremanPaul2021_QH_reactorScale_lowres,desc,success,,3,vmec_family,vmec_indata,wout_netcdf,340.5993931381732,0.0,8.00001128040557,13.722079380717787,781.9067565573806,-1.2418642199471168,0.0,-9.280351655590077e-10
VMEX/data/LandremanPaul2021_QH_reactorScale_lowres,educational_vmec,success,,3,vmec_family,vmec_indata,wout_netcdf,340.5992867123367,0.0,8.000011266147073,13.722862320965815,781.9067553014665,-1.2450034710164322,0.0,-2.2551405187698492e-09
VMEX/data/LandremanPaul2021_QH_reactorScale_lowres,freegs,failed,Unsupported: FreeGS is restricted to 2-D Grad-Shafranov cases,3,grad_shafranov,vmec_indata_or_case,geqdsk,,,,,,,,
VMEX/data/LandremanPaul2021_QH_reactorScale_lowres,gvec,failed,Run failed,3,vmec_family,vmec_indata,gvec_state,,,,,,,,
VMEX/data/LandremanPaul2021_QH_reactorScale_lowres,jvmec,success,,3,vmec_family,vmec_indata,wout_netcdf,340.59928671223565,0.0,7.715814221407765,13.722862324610615,995.0535400460503,-1.245003470300884,0.0,7.806255641895632e-11
VMEX/data/LandremanPaul2021_QH_reactorScale_lowres,parvmec,failed,No VMEC NetCDF output produced by PARVMEC,3,vmec_family,vmec_indata,wout_netcdf,,,,,,,,
VMEX/data/LandremanPaul2021_QH_reactorScale_lowres,spec,failed,Unsupported: SPEC requires a native .sp input,3,spec_mhd,spec_namelist,spec_hdf5,,,,,,,,
VMEX/data/LandremanPaul2021_QH_reactorScale_lowres,spectre,failed,Run failed,3,spectre_mhd,vmec_indata_or_spectre_toml,spectre_json,,,,,,,,
VMEX/data/LandremanPaul2021_QH_reactorScale_lowres,vmec2000,success,,3,vmec_family,vmec_indata,wout_netcdf,340.59928327298735,0.0,8.000011266147073,13.722851085362745,781.9067553014665,-1.2450016835897686,0.0,3.165870343657673e-09
VMEX/data/LandremanPaul2021_QH_reactorScale_lowres,vmecpp,failed,Run failed,3,vmec_family,vmec_indata,wout_netcdf,,,,,,,,
VMEX/data/LandremanPaul2021_QH_reactorScale_lowres,vmex,success,,3,vmec_family,vmec_indata,wout_netcdf,340.599283272977,0.0,8.000011266147032,13.722851085760254,781.906755301464,-1.2450016834417004,0.0,2.810252031082427e-09
VMEX/data/LandremanSengupta2019_section5.4_B2_A80,chease,failed,Unsupported: CHEASE requires a 2-D GEQDSK input,3,grad_shafranov,vmec_indata_via_geqdsk,geqdsk,,,,,,,,
