case,implementation,quality_status,quality_metric,residual,tolerance,residual_over_tolerance,iterations,solver_status,quality_source
VMEX/data/minimal_seed_nfp4,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.991459129543955e-14,1e-13,0.9991459129543955,648.0,0,wout_minimal_seed_nfp4.nc
VMEX/data/ncsx_c09r00_free_lowres,desc,converged,maximum normalized force error,0.01402,,,3.0,success,desc.log
VMEX/data/near_degenerate_vacuum_nfp3,desc,converged,maximum normalized force error,7.964e-05,,,1.0,success,desc.log
VMEX/data/near_degenerate_vacuum_nfp3,educational_vmec,not_converged,"max(|fsqr|,|fsqz|,|fsql|)",1.2841348112940862e-11,1e-11,1.2841348112940862,3501.0,0,wout_vmec.nc
VMEX/data/near_degenerate_vacuum_nfp3,gvec,converged,|force|,9.9e-08,1e-07,0.99,10000.0,finished,gvec.log
VMEX/data/near_degenerate_vacuum_nfp3,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.122491546785286e-12,1e-11,0.9122491546785286,0.0,0,wout_input_cleaned.nc
VMEX/data/near_degenerate_vacuum_nfp3,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.125353343698652e-12,1e-11,0.9125353343698653,942.0,0,wout_near_degenerate_vacuum_nfp3.nc
VMEX/data/near_degenerate_vacuum_nfp3,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.12535366759217e-12,1e-11,0.9125353667592171,942.0,0,wout_near_degenerate_vacuum_nfp3.nc
VMEX/data/near_degenerate_vacuum_nfp3,vmecpp,not_converged,"max(|fsqr|,|fsqz|,|fsql|)",1.2816008430405292e-11,1e-11,1.2816008430405292,3499.0,0,wout_input.nc
VMEX/data/near_degenerate_vacuum_nfp3,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.125353594983198e-12,1e-11,0.9125353594983199,941.0,0,wout_near_degenerate_vacuum_nfp3.nc
VMEX/data/nfp1_QI,desc,converged,maximum normalized force error,0.00409,,,9.0,success,desc.log
VMEX/data/nfp1_QI,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.96485951277679e-14,1e-13,0.996485951277679,6047.0,0,wout_vmec.nc
VMEX/data/nfp1_QI,gvec,not_converged,|force|,4.94e-06,1e-06,4.94,10000.0,finished,gvec.log
VMEX/data/nfp1_QI,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.97933039248086e-14,1e-13,0.997933039248086,0.0,0,wout_input_cleaned.nc
VMEX/data/nfp1_QI,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.979353275278138e-14,1e-13,0.9979353275278138,6042.0,0,wout_nfp1_QI.nc
VMEX/data/nfp1_QI,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.979334483410381e-14,1e-13,0.997933448341038,6042.0,0,wout_nfp1_QI.nc
VMEX/data/nfp1_QI,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.964915976998641e-14,1e-13,0.9964915976998641,6047.0,0,wout_input.nc
VMEX/data/nfp1_QI,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.979330734944352e-14,1e-13,0.9979330734944352,6041.0,0,wout_nfp1_QI.nc
VMEX/data/nfp2_QA,desc,converged,maximum normalized force error,1.282e-06,,,2.0,success,desc.log
VMEX/data/nfp2_QA,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.991439076590019e-14,1e-13,0.9991439076590019,649.0,0,wout_vmec.nc
VMEX/data/nfp2_QA,gvec,converged,|force|,9.92e-08,1e-07,0.9920000000000001,10000.0,finished,gvec.log
VMEX/data/nfp2_QA,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.991439008267891e-14,1e-13,0.999143900826789,0.0,0,wout_input_cleaned.nc
VMEX/data/nfp2_QA,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.991438910480725e-14,1e-13,0.9991438910480724,649.0,0,wout_nfp2_QA.nc
VMEX/data/nfp2_QA,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.991438886837588e-14,1e-13,0.9991438886837588,649.0,0,wout_nfp2_QA.nc
VMEX/data/nfp2_QA,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.991438954349397e-14,1e-13,0.9991438954349398,649.0,0,wout_input.nc
VMEX/data/nfp2_QA,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.991439041708422e-14,1e-13,0.9991439041708422,648.0,0,wout_nfp2_QA.nc
VMEX/data/nfp2_QA_finite_beta,desc,converged,maximum normalized force error,0.001107,,,4.0,success,desc.log
VMEX/data/nfp2_QA_finite_beta,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",4.869680441640658e-13,5e-13,0.9739360883281316,758.0,0,wout_nfp2_QA_finite_beta.nc
VMEX/data/nfp2_QA_finite_beta,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",4.869698442002055e-13,5e-13,0.973939688400411,758.0,0,wout_nfp2_QA_finite_beta.nc
VMEX/data/nfp2_QA_finite_beta,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",4.866864193733766e-13,5e-13,0.9733728387467532,758.0,0,wout_input.nc
VMEX/data/nfp2_QA_finite_beta,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",4.869713222243799e-13,5e-13,0.9739426444487598,757.0,0,wout_nfp2_QA_finite_beta.nc
VMEX/data/nfp2_QA_highres,desc,converged,maximum normalized force error,0.0002181,,,10.0,success,desc.log
VMEX/data/nfp2_QA_highres,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.952880094016711e-15,1e-14,0.9952880094016711,1832.0,0,wout_vmec.nc
VMEX/data/nfp2_QA_highres,gvec,converged,|force|,1e-07,1e-07,1.0,10000.0,finished,gvec.log
VMEX/data/nfp2_QA_highres,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.951205572940673e-15,1e-14,0.9951205572940673,0.0,0,wout_input_cleaned.nc
VMEX/data/nfp2_QA_highres,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.955234794970307e-15,1e-14,0.9955234794970307,1254.0,0,wout_nfp2_QA_highres.nc
VMEX/data/nfp2_QA_highres,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.95395647624276e-15,1e-14,0.995395647624276,1254.0,0,wout_nfp2_QA_highres.nc
VMEX/data/nfp2_QA_highres,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.974588889487463e-15,1e-14,0.9974588889487462,1380.0,0,wout_input.nc
VMEX/data/nfp2_QA_highres,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.95681527414287e-15,1e-14,0.9956815274142871,1253.0,0,wout_nfp2_QA_highres.nc
VMEX/data/nfp2_QA_omnigenity,desc,not_converged,maximum normalized force error,1.101e-07,,,45.0,failure,desc.log
VMEX/data/nfp2_QA_omnigenity,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.984040447951401e-14,1e-13,0.99840404479514,143.0,0,wout_vmec.nc
VMEX/data/nfp2_QA_omnigenity,gvec,converged,|force|,9.92e-08,1e-07,0.9920000000000001,10000.0,finished,gvec.log
VMEX/data/nfp2_QA_omnigenity,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.984067714586289e-14,1e-13,0.9984067714586288,0.0,0,wout_input_cleaned.nc
VMEX/data/nfp2_QA_omnigenity,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.984049912995244e-14,1e-13,0.9984049912995243,143.0,0,wout_nfp2_QA_omnigenity.nc
VMEX/data/nfp2_QA_omnigenity,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.984056707799899e-14,1e-13,0.9984056707799899,143.0,0,wout_nfp2_QA_omnigenity.nc
VMEX/data/nfp2_QA_omnigenity,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.984027882479609e-14,1e-13,0.9984027882479608,143.0,0,wout_input.nc
VMEX/data/nfp2_QA_omnigenity,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.984061274351652e-14,1e-13,0.9984061274351652,142.0,0,wout_nfp2_QA_omnigenity.nc
VMEX/data/nfp2_QI,desc,converged,maximum normalized force error,0.002839,,,22.0,success,desc.log
VMEX/data/nfp2_QI,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.966800340151952e-14,1e-13,0.9966800340151951,1643.0,0,wout_vmec.nc
VMEX/data/nfp2_QI,gvec,not_converged,|force|,6.52e-07,1e-07,6.52,10000.0,finished,gvec.log
VMEX/data/nfp2_QI,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.964262686545758e-14,1e-13,0.9964262686545758,0.0,0,wout_input_cleaned.nc
VMEX/data/nfp2_QI,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.824648580207414e-14,1e-13,0.9824648580207413,1523.0,0,wout_nfp2_QI.nc
VMEX/data/nfp2_QI,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.824311393792831e-14,1e-13,0.9824311393792831,1523.0,0,wout_nfp2_QI.nc
VMEX/data/nfp2_QI,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.966609587591482e-14,1e-13,0.9966609587591482,1643.0,0,wout_input.nc
VMEX/data/nfp2_QI,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.823300406216296e-14,1e-13,0.9823300406216295,1522.0,0,wout_nfp2_QI.nc
VMEX/data/nfp3_QI_fixed_resolution_final,desc,converged,maximum normalized force error,0.07583,,,6.0,success,desc.log
VMEX/data/nfp3_QI_fixed_resolution_final,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.992767224861752e-14,1e-13,0.9992767224861752,7106.0,0,wout_vmec.nc
VMEX/data/nfp3_QI_fixed_resolution_final,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.992162121893077e-14,1e-13,0.9992162121893077,0.0,0,wout_input_cleaned.nc
VMEX/data/nfp3_QI_fixed_resolution_final,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.988610548767722e-14,1e-13,0.9988610548767722,5637.0,0,wout_nfp3_QI_fixed_resolution_final.nc
VMEX/data/nfp3_QI_fixed_resolution_final,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.98856980026736e-14,1e-13,0.998856980026736,5637.0,0,wout_nfp3_QI_fixed_resolution_final.nc
VMEX/data/nfp3_QI_fixed_resolution_final,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.987735399032926e-14,1e-13,0.9987735399032925,6007.0,0,wout_input.nc
VMEX/data/nfp3_QI_fixed_resolution_final,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.988619348692625e-14,1e-13,0.9988619348692624,5636.0,0,wout_nfp3_QI_fixed_resolution_final.nc
VMEX/data/nfp4_QH_finite_beta,desc,converged,maximum normalized force error,0.02227,,,1.0,success,desc.log
VMEX/data/nfp4_QH_finite_beta,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",4.921381688717192e-13,5e-13,0.9842763377434384,1786.0,0,wout_nfp4_QH_finite_beta.nc
VMEX/data/nfp4_QH_finite_beta,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",4.921376000388739e-13,5e-13,0.9842752000777479,1786.0,0,wout_nfp4_QH_finite_beta.nc
VMEX/data/nfp4_QH_finite_beta,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",4.876379353253901e-13,5e-13,0.9752758706507801,1634.0,0,wout_input.nc
VMEX/data/nfp4_QH_finite_beta,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",4.921322854427531e-13,5e-13,0.9842645708855062,1785.0,0,wout_nfp4_QH_finite_beta.nc
VMEX/data/nfp4_QH_warm_start,desc,converged,maximum normalized force error,0.04278,,,4.0,success,desc.log
VMEX/data/nfp4_QH_warm_start,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.835257410916744e-14,1e-13,0.9835257410916743,451.0,0,wout_vmec.nc
VMEX/data/nfp4_QH_warm_start,gvec,not_converged,|force|,5.67e-06,1e-06,5.67,10000.0,finished,gvec.log
VMEX/data/nfp4_QH_warm_start,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.832092417683373e-14,1e-13,0.9832092417683372,0.0,0,wout_input_cleaned.nc
VMEX/data/nfp4_QH_warm_start,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.8320381096273e-14,1e-13,0.9832038109627299,451.0,0,wout_nfp4_QH_warm_start.nc
VMEX/data/nfp4_QH_warm_start,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.832097662835117e-14,1e-13,0.9832097662835116,451.0,0,wout_nfp4_QH_warm_start.nc
VMEX/data/nfp4_QH_warm_start,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.835282816077948e-14,1e-13,0.9835282816077948,451.0,0,wout_input.nc
VMEX/data/nfp4_QH_warm_start,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.832106330637456e-14,1e-13,0.9832106330637456,450.0,0,wout_nfp4_QH_warm_start.nc
VMEX/data/nfp4_QI_finite_beta,desc,converged,maximum normalized force error,0.04328,,,1.0,success,desc.log
VMEX/data/nfp4_QI_finite_beta,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",4.979768414207506e-13,5e-13,0.9959536828415013,2600.0,0,wout_nfp4_QI_finite_beta.nc
VMEX/data/nfp4_QI_finite_beta,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",4.97976395538905e-13,5e-13,0.99595279107781,2600.0,0,wout_nfp4_QI_finite_beta.nc
VMEX/data/nfp4_QI_finite_beta,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",4.979778350265104e-13,5e-13,0.9959556700530208,2599.0,0,wout_nfp4_QI_finite_beta.nc
VMEX/data/profile_splines,desc,converged,maximum normalized force error,4.16e-06,,,29.0,success,desc.log
VMEX/data/profile_splines,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",6.427325975766531e-13,1e-12,0.6427325975766531,189.0,0,wout_vmec.nc
VMEX/data/profile_splines,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",6.413622509739285e-13,1e-12,0.6413622509739285,0.0,0,wout_input_cleaned.nc
VMEX/data/profile_splines,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",6.693187460006948e-13,1e-12,0.6693187460006949,189.0,0,wout_profile_splines.nc
VMEX/data/profile_splines,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",6.693187460006948e-13,1e-12,0.6693187460006949,189.0,0,wout_profile_splines.nc
VMEX/data/profile_splines,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",6.693192956131698e-13,1e-12,0.6693192956131698,188.0,0,wout_profile_splines.nc
VMEX/data/purely_toroidal_field,desc,not_converged,maximum normalized force error,1.096e-07,,,49.0,failure,desc.log
VMEX/data/purely_toroidal_field,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.977490743616649e-15,1e-14,0.9977490743616649,2623.0,0,wout_vmec.nc
VMEX/data/purely_toroidal_field,gvec,converged,|force|,9.75e-08,1e-07,0.9750000000000001,10000.0,finished,gvec.log
VMEX/data/purely_toroidal_field,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.977508524579444e-15,1e-14,0.9977508524579444,0.0,0,wout_input_cleaned.nc
VMEX/data/purely_toroidal_field,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.965625855716848e-15,1e-14,0.9965625855716848,1356.0,0,wout_purely_toroidal_field.nc
VMEX/data/purely_toroidal_field,spectre,converged,least-squares optimality,4.528248059860991e-11,,,126.0,3,spectre_input_res.json
VMEX/data/purely_toroidal_field,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.965625855716848e-15,1e-14,0.9965625855716848,1356.0,0,wout_purely_toroidal_field.nc
VMEX/data/purely_toroidal_field,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.660499055130744e-15,1e-14,0.9660499055130743,1790.0,0,wout_input.nc
VMEX/data/purely_toroidal_field,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.965671778262852e-15,1e-14,0.9965671778262851,1355.0,0,wout_purely_toroidal_field.nc
VMEX/data/serial2500170_surface_points_mpol12_ntor12,educational_vmec,not_converged,"max(|fsqr|,|fsqz|,|fsql|)",1171.885014884425,1e-10,11718850148844.248,1.0,1,wout_vmec.nc
VMEX/data/serial2500170_surface_points_mpol12_ntor12,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.922686206814274e-11,1e-10,0.9922686206814274,0.0,0,wout_input_cleaned.nc
VMEX/data/serial2500170_surface_points_mpol12_ntor12,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.731741663087473e-11,1e-10,0.9731741663087473,2759.0,0,wout_serial2500170_surface_points_mpol12_ntor12.nc
VMEX/data/serial2500170_surface_points_mpol12_ntor12,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.731769579306369e-11,1e-10,0.9731769579306369,2759.0,0,wout_serial2500170_surface_points_mpol12_ntor12.nc
VMEX/data/serial2500170_surface_points_mpol12_ntor12,vmecpp,not_converged,"max(|fsqr|,|fsqz|,|fsql|)",1171.8850148600727,1e-10,11718850148600.727,1.0,1,wout_input.nc
VMEX/data/serial2500170_surface_points_mpol12_ntor12,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.731725928342559e-11,1e-10,0.9731725928342558,2758.0,0,wout_serial2500170_surface_points_mpol12_ntor12.nc
VMEX/data/shaped_tokamak_pressure,desc,converged,maximum normalized force error,1.309e-06,,,4.0,success,desc.log
VMEX/data/shaped_tokamak_pressure,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.493570717612367e-15,1e-14,0.9493570717612367,402.0,0,wout_vmec.nc
VMEX/data/shaped_tokamak_pressure,gvec,converged,|force|,1e-07,1e-07,1.0,10000.0,finished,gvec.log
VMEX/data/shaped_tokamak_pressure,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.493411248486257e-15,1e-14,0.9493411248486257,0.0,0,wout_input_cleaned.nc
VMEX/data/shaped_tokamak_pressure,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.494551527186749e-15,1e-14,0.9494551527186749,402.0,0,wout_shaped_tokamak_pressure.nc
VMEX/data/shaped_tokamak_pressure,spectre,converged,least-squares optimality,5.598234367938139e-11,,,77.0,2,spectre_input_res.json
VMEX/data/shaped_tokamak_pressure,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.494551527186749e-15,1e-14,0.9494551527186749,402.0,0,wout_shaped_tokamak_pressure.nc
VMEX/data/shaped_tokamak_pressure,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.493982687040958e-15,1e-14,0.9493982687040957,402.0,0,wout_input.nc
VMEX/data/shaped_tokamak_pressure,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.494334284813646e-15,1e-14,0.9494334284813647,401.0,0,wout_shaped_tokamak_pressure.nc
VMEX/data/solovev,desc,not_converged,maximum normalized force error,3.552e-05,,,0.0,failure,desc.log
VMEX/data/solovev,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.973078545749143e-15,1e-14,0.9973078545749142,216.0,0,wout_vmec.nc
VMEX/data/solovev,gvec,converged,|force|,9.99e-08,1e-07,0.9990000000000001,10000.0,finished,gvec.log
VMEX/data/solovev,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.973075043995005e-15,1e-14,0.9973075043995006,0.0,0,wout_input_cleaned.nc
VMEX/data/solovev,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.973069969123615e-15,1e-14,0.9973069969123615,216.0,0,wout_solovev.nc
VMEX/data/solovev,spectre,converged,least-squares optimality,0.0076047936113477575,,,67.0,2,spectre_input_res.json
VMEX/data/solovev,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.973069969123615e-15,1e-14,0.9973069969123615,216.0,0,wout_solovev.nc
VMEX/data/solovev,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.973075087432393e-15,1e-14,0.9973075087432393,216.0,0,wout_input.nc
VMEX/data/solovev,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.973079502242943e-15,1e-14,0.9973079502242943,215.0,0,wout_solovev.nc
VMEX/data/up_down_asymmetric_tokamak,desc,converged,maximum normalized force error,0.000204,,,14.0,success,desc.log
VMEX/data/up_down_asymmetric_tokamak,educational_vmec,not_converged,"max(|fsqr|,|fsqz|,|fsql|)",1.1159856294078508e-13,1e-14,11.159856294078509,2001.0,0,wout_vmec.nc
VMEX/data/up_down_asymmetric_tokamak,gvec,not_converged,|force|,4.14e-07,1e-07,4.14,10000.0,finished,gvec.log
VMEX/data/up_down_asymmetric_tokamak,parvmec,not_converged,"max(|fsqr|,|fsqz|,|fsql|)",1.1145973352716174e-13,1e-14,11.145973352716174,2001.0,0,wout_up_down_asymmetric_tokamak.nc
VMEX/data/up_down_asymmetric_tokamak,spectre,converged,least-squares optimality,2.166860215766213e-17,,,4.0,1,spectre_input_res.json
VMEX/data/up_down_asymmetric_tokamak,vmec2000,not_converged,"max(|fsqr|,|fsqz|,|fsql|)",6.555902875635357e-13,1e-14,65.55902875635357,2001.0,0,wout_up_down_asymmetric_tokamak.nc
VMEX/data/up_down_asymmetric_tokamak,vmecpp,not_converged,"max(|fsqr|,|fsqz|,|fsql|)",1.0,1e-14,100000000000000.0,1.0,1,wout_input.nc
benchmark_vmec/cases/analytic/1d_cylindrical/analytic_1d,desc,converged,maximum normalized force error,0.000438,,,0.0,success,desc.log
benchmark_vmec/cases/analytic/1d_cylindrical/analytic_1d,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.409210492496409e-09,1e-08,0.9409210492496409,59.0,0,wout_vmec.nc
benchmark_vmec/cases/analytic/1d_cylindrical/analytic_1d,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.409210494511591e-09,1e-08,0.9409210494511592,0.0,0,wout_input_cleaned.nc
benchmark_vmec/cases/analytic/1d_cylindrical/analytic_1d,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.40921049137546e-09,1e-08,0.940921049137546,59.0,0,wout_analytic_1d.nc
benchmark_vmec/cases/analytic/1d_cylindrical/analytic_1d,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.40921049137546e-09,1e-08,0.940921049137546,59.0,0,wout_analytic_1d.nc
benchmark_vmec/cases/analytic/1d_cylindrical/analytic_1d,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.409210496605392e-09,1e-08,0.9409210496605392,59.0,0,wout_input.nc
benchmark_vmec/cases/analytic/1d_cylindrical/analytic_1d,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.409210488381321e-09,1e-08,0.9409210488381321,58.0,0,wout_analytic_1d.nc
benchmark_vmec/cases/analytic/2d_solovev/solovev,desc,converged,maximum normalized force error,0.0004817,,,0.0,success,desc.log
benchmark_vmec/cases/analytic/2d_solovev/solovev,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",7.541925949624016e-09,1e-08,0.7541925949624015,55.0,0,wout_vmec.nc
benchmark_vmec/cases/analytic/2d_solovev/solovev,freegs,unavailable,,,,,,,freegs_result.json
benchmark_vmec/cases/analytic/2d_solovev/solovev,gvec,converged,|force|,1e-07,1e-07,1.0,10000.0,finished,gvec.log
benchmark_vmec/cases/analytic/2d_solovev/solovev,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",7.541925951030686e-09,1e-08,0.7541925951030686,0.0,0,wout_input_cleaned.nc
benchmark_vmec/cases/analytic/2d_solovev/solovev,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",7.54192594450615e-09,1e-08,0.754192594450615,55.0,0,wout_solovev.nc
benchmark_vmec/cases/analytic/2d_solovev/solovev,spectre,converged,least-squares optimality,0.06111939757564414,,,76.0,3,spectre_input_res.json
benchmark_vmec/cases/analytic/2d_solovev/solovev,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",7.54192594450615e-09,1e-08,0.754192594450615,55.0,0,wout_solovev.nc
benchmark_vmec/cases/analytic/2d_solovev/solovev,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",7.541925945587715e-09,1e-08,0.7541925945587715,55.0,0,wout_input.nc
benchmark_vmec/cases/analytic/2d_solovev/solovev,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",7.541925950013436e-09,1e-08,0.7541925950013436,54.0,0,wout_solovev.nc
benchmark_vmec/cases/analytic/3d_quasisymmetric/qh_analytic,desc,converged,maximum normalized force error,0.0001584,,,1.0,success,desc.log
benchmark_vmec/cases/analytic/3d_quasisymmetric/qh_analytic,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.546922612731646e-09,1e-08,0.9546922612731645,50.0,0,wout_vmec.nc
benchmark_vmec/cases/analytic/3d_quasisymmetric/qh_analytic,gvec,converged,|force|,1e-07,1e-07,1.0,10000.0,finished,gvec.log
benchmark_vmec/cases/analytic/3d_quasisymmetric/qh_analytic,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.546822443021878e-09,1e-08,0.9546822443021877,0.0,0,wout_input_cleaned.nc
benchmark_vmec/cases/analytic/3d_quasisymmetric/qh_analytic,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.546822442713973e-09,1e-08,0.9546822442713973,50.0,0,wout_qh_analytic.nc
benchmark_vmec/cases/analytic/3d_quasisymmetric/qh_analytic,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.546822434809321e-09,1e-08,0.9546822434809321,50.0,0,wout_qh_analytic.nc
benchmark_vmec/cases/analytic/3d_quasisymmetric/qh_analytic,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.54692260997028e-09,1e-08,0.954692260997028,50.0,0,wout_input.nc
benchmark_vmec/cases/analytic/3d_quasisymmetric/qh_analytic,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.546822440392585e-09,1e-08,0.9546822440392585,49.0,0,wout_qh_analytic.nc
benchmark_vmec/cases/generated/2d_chease/geqdsk,chease,unavailable,,,,,,,chease_result.json
benchmark_vmec/cases/numerical/1d_profile/profile_1d,desc,converged,maximum normalized force error,0.0004328,,,0.0,success,desc.log
benchmark_vmec/cases/numerical/1d_profile/profile_1d,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.786044675248941e-09,1e-08,0.9786044675248942,60.0,0,wout_vmec.nc
benchmark_vmec/cases/numerical/1d_profile/profile_1d,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.786044677971529e-09,1e-08,0.9786044677971528,0.0,0,wout_input_cleaned.nc
benchmark_vmec/cases/numerical/1d_profile/profile_1d,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.786044681300838e-09,1e-08,0.9786044681300837,60.0,0,wout_profile_1d.nc
benchmark_vmec/cases/numerical/1d_profile/profile_1d,spectre,converged,least-squares optimality,0.07896809844366802,,,73.0,3,spectre_input_res.json
benchmark_vmec/cases/numerical/1d_profile/profile_1d,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.786044681300838e-09,1e-08,0.9786044681300837,60.0,0,wout_profile_1d.nc
benchmark_vmec/cases/numerical/1d_profile/profile_1d,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.78604467419384e-09,1e-08,0.9786044674193839,60.0,0,wout_input.nc
