case,implementation,quality_status,quality_metric,residual,tolerance,residual_over_tolerance,iterations,solver_status,quality_source
DESC/inputs/DSHAPE,desc,converged,maximum normalized force error,4.412e-05,,,6.0,success,desc.log
DESC/inputs/DSHAPE,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.95363242785639e-13,1e-12,0.995363242785639,871.0,0,wout_vmec.nc
DESC/inputs/DSHAPE,gvec,not_converged,|force|,1.49e-07,1e-07,1.49,10000.0,finished,gvec.log
DESC/inputs/DSHAPE,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.953673303095131e-13,1e-12,0.9953673303095132,0.0,0,wout_input_cleaned.nc
DESC/inputs/DSHAPE,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.961384269477566e-13,1e-12,0.9961384269477567,909.0,0,wout_DSHAPE.nc
DESC/inputs/DSHAPE,spectre,converged,least-squares optimality,1.1133982720282611,,,82.0,3,spectre_input_res.json
DESC/inputs/DSHAPE,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.961384269477566e-13,1e-12,0.9961384269477567,909.0,0,wout_DSHAPE.nc
DESC/inputs/DSHAPE,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.9614588746606e-13,1e-12,0.9961458874660599,908.0,0,wout_DSHAPE.nc
DESC/inputs/DSHAPE_desc,desc,converged,maximum normalized force error,4.412e-05,,,6.0,success,desc.log
DESC/inputs/QSC_r2_5.5_vmec,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.989683396832203e-14,1e-13,0.9989683396832203,987.0,0,wout_vmec.nc
DESC/inputs/QSC_r2_5.5_vmec,gvec,converged,|force|,1e-07,1e-07,1.0,10000.0,finished,gvec.log
DESC/inputs/QSC_r2_5.5_vmec,parvmec,not_converged,"max(|fsqr|,|fsqz|,|fsql|)",2.4732190142525813e-13,1e-13,2.473219014252581,2001.0,0,wout_QSC_r2_5.5_vmec.nc
DESC/inputs/QSC_r2_5.5_vmec,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.704819691391363e-14,1e-13,0.9704819691391363,187.0,0,wout_QSC_r2_5.5_vmec.nc
DESC/inputs/QSC_r2_5.5_vmec,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.96970747364329e-14,1e-13,0.9969707473643289,385.0,0,wout_input.QSC_r2_5.nc
PARVMEC/Testing/tests/fixed_boundary_test/test,desc,converged,maximum normalized force error,0.0005282,,,10.0,success,desc.log
PARVMEC/Testing/tests/fixed_boundary_test/test,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.161392397640885e-21,1e-20,0.9161392397640885,547.0,0,wout_vmec.nc
PARVMEC/Testing/tests/fixed_boundary_test/test,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.205047193332828e-21,1e-20,0.9205047193332828,547.0,0,wout_test.vmec.nc
PARVMEC/Testing/tests/fixed_boundary_test/test,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.182307519175514e-21,1e-20,0.9182307519175515,547.0,0,wout_test.vmec.nc
PARVMEC/Testing/tests/fixed_boundary_test/test,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",8.822692293716967e-21,1e-20,0.8822692293716967,519.0,0,wout_input.test.nc
PARVMEC/Testing/tests/fixed_boundary_test/test,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",8.973532494202557e-21,1e-20,0.8973532494202557,516.0,0,wout_test.vmec.nc
PARVMEC/Testing/tests/free_boundary_test/test,desc,converged,maximum normalized force error,0.002019,,,5.0,success,desc.log
PARVMEC/Testing/tests/free_boundary_test/test,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.021147903164185e-21,1e-20,0.9021147903164185,0.0,0,wout_input_cleaned.nc
PARVMEC/Testing/tests/free_boundary_test/test,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.603175480019666e-21,1e-20,0.9603175480019667,1551.0,0,wout_test.vmec.nc
PARVMEC/Testing/tests/free_boundary_test/test,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.582588844407464e-21,1e-20,0.9582588844407465,1551.0,0,wout_test.vmec.nc
PARVMEC/Testing/tests/free_boundary_test/test,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",8.829836672479006e-21,1e-20,0.8829836672479007,1791.0,0,wout_input.test.nc
PARVMEC/Testing/tests/lasym_test/test_asym,desc,converged,maximum normalized force error,0.0005468,,,9.0,success,desc.log
PARVMEC/Testing/tests/lasym_test/test_asym,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.614551243397077e-21,1e-20,0.9614551243397078,518.0,0,wout_vmec.nc
PARVMEC/Testing/tests/lasym_test/test_asym,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.61237726596731e-21,1e-20,0.961237726596731,518.0,0,wout_test_asym.vmec.nc
PARVMEC/Testing/tests/lasym_test/test_asym,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.706814218723422e-21,1e-20,0.9706814218723422,689.0,0,wout_test_asym.vmec.nc
PARVMEC/Testing/tests/lasym_test/test_asym,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.907989767792448e-21,1e-20,0.9907989767792449,517.0,0,wout_input.test_asym.nc
PARVMEC/Testing/tests/lasym_test/test_asym,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.61882752886976e-21,1e-20,0.961882752886976,517.0,0,wout_test_asym.vmec.nc
PARVMEC/Testing/tests/lasym_test/test_sym,desc,converged,maximum normalized force error,0.0005282,,,10.0,success,desc.log
PARVMEC/Testing/tests/lasym_test/test_sym,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.611841564094741e-21,1e-20,0.9611841564094742,518.0,0,wout_vmec.nc
PARVMEC/Testing/tests/lasym_test/test_sym,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.618024294338924e-21,1e-20,0.9618024294338925,518.0,0,wout_test_sym.vmec.nc
PARVMEC/Testing/tests/lasym_test/test_sym,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.623907379443986e-21,1e-20,0.9623907379443987,518.0,0,wout_test_sym.vmec.nc
PARVMEC/Testing/tests/lasym_test/test_sym,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.94172965309518e-21,1e-20,0.9941729653095182,517.0,0,wout_input.test_sym.nc
PARVMEC/Testing/tests/lasym_test/test_sym,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.627500119144698e-21,1e-20,0.9627500119144698,517.0,0,wout_test_sym.vmec.nc
PARVMEC/Testing/tests/niter_test/test,desc,converged,maximum normalized force error,0.0001214,,,17.0,success,desc.log
PARVMEC/Testing/tests/niter_test/test,parvmec,not_converged,"max(|fsqr|,|fsqz|,|fsql|)",0.3057543280239749,1e-20,3.057543280239749e+19,2.0,0,wout_test.vmec.nc
PARVMEC/Testing/tests/niter_test/test,vmec2000,not_converged,"max(|fsqr|,|fsqz|,|fsql|)",0.3057543281071999,1e-20,3.057543281071999e+19,2.0,0,wout_test.vmec.nc
PARVMEC/Testing/tests/niter_test/test,vmecpp,not_converged,"max(|fsqr|,|fsqz|,|fsql|)",0.3057543280239761,1e-20,3.0575432802397614e+19,2.0,0,wout_input.test.nc
PARVMEC/Testing/tests/reset_test/test,desc,converged,maximum normalized force error,0.0005282,,,10.0,success,desc.log
PARVMEC/Testing/tests/reset_test/test,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.611841564094741e-21,1e-20,0.9611841564094742,518.0,0,wout_vmec.nc
PARVMEC/Testing/tests/reset_test/test,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.618024294338924e-21,1e-20,0.9618024294338925,518.0,0,wout_test.vmec.nc
PARVMEC/Testing/tests/reset_test/test,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.623907379443986e-21,1e-20,0.9623907379443987,518.0,0,wout_test.vmec.nc
PARVMEC/Testing/tests/reset_test/test,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.94172965309518e-21,1e-20,0.9941729653095182,517.0,0,wout_input.test.nc
PARVMEC/Testing/tests/reset_test/test,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.627500119144698e-21,1e-20,0.9627500119144698,517.0,0,wout_test.vmec.nc
SPECTRE/file_io/oversized_guess,spectre,converged,least-squares optimality,5.0639169315134844e-05,,,163.0,3,oversized_guess_res.json
SPECTRE/test_files/W7-X_standard_configuration,desc,converged,maximum normalized force error,0.001791,,,1.0,success,desc.log
SPECTRE/test_files/W7-X_standard_configuration,educational_vmec,not_converged,"max(|fsqr|,|fsqz|,|fsql|)",0.017194536791620016,1e-12,17194536791.620018,2.0,0,wout_vmec.nc
SPECTRE/test_files/W7-X_standard_configuration,gvec,not_converged,|force|,5.27e-07,1e-07,5.2700000000000005,10000.0,finished,gvec.log
SPECTRE/test_files/W7-X_standard_configuration,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.971899756370952e-13,1e-12,0.9971899756370952,0.0,0,wout_input_cleaned.nc
SPECTRE/test_files/W7-X_standard_configuration,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.968496451385252e-13,1e-12,0.9968496451385253,1106.0,0,wout_W7-X_standard_configuration.nc
SPECTRE/test_files/W7-X_standard_configuration,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.96844448408391e-13,1e-12,0.996844448408391,1106.0,0,wout_W7-X_standard_configuration.nc
SPECTRE/test_files/W7-X_standard_configuration,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.600661859891237e-13,1e-12,0.9600661859891237,1168.0,0,wout_input.nc
SPECTRE/test_files/W7-X_standard_configuration,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.968501611832802e-13,1e-12,0.9968501611832802,1105.0,0,wout_W7-X_standard_configuration.nc
SPECTRE/test_files/iota,desc,converged,maximum normalized force error,0.01209,,,7.0,success,desc.log
SPECTRE/test_files/iota,educational_vmec,not_converged,"max(|fsqr|,|fsqz|,|fsql|)",0.12479134717689531,1e-10,1247913471.768953,2.0,0,wout_vmec.nc
SPECTRE/test_files/iota,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.767465534850272e-11,1e-10,0.9767465534850271,0.0,0,wout_input_cleaned.nc
SPECTRE/test_files/iota,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.767465535181954e-11,1e-10,0.9767465535181953,1400.0,0,wout_iota.nc
SPECTRE/test_files/iota,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.767466718367434e-11,1e-10,0.9767466718367434,1400.0,0,wout_iota.nc
SPECTRE/test_files/iota,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.771194500751056e-11,1e-10,0.9771194500751056,1400.0,0,wout_input.nc
SPECTRE/test_files/iota,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.767467453689643e-11,1e-10,0.9767467453689643,1399.0,0,wout_iota.nc
SPECTRE/test_files/qabeta_curr,desc,converged,maximum normalized force error,0.01318,,,7.0,success,desc.log
SPECTRE/test_files/qabeta_curr,educational_vmec,not_converged,"max(|fsqr|,|fsqz|,|fsql|)",0.11977834871393196,1e-10,1197783487.1393197,2.0,0,wout_vmec.nc
SPECTRE/test_files/qabeta_curr,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.550916607472147e-11,1e-10,0.9550916607472146,0.0,0,wout_input_cleaned.nc
SPECTRE/test_files/qabeta_curr,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.815286088687971e-11,1e-10,0.9815286088687971,1012.0,0,wout_qabeta_curr.nc
SPECTRE/test_files/qabeta_curr,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.815285421041259e-11,1e-10,0.9815285421041259,1012.0,0,wout_qabeta_curr.nc
SPECTRE/test_files/qabeta_curr,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.787314366823649e-11,1e-10,0.9787314366823648,1012.0,0,wout_input.nc
SPECTRE/test_files/qabeta_curr,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.81528485748959e-11,1e-10,0.9815284857489589,1011.0,0,wout_qabeta_curr.nc
SPECTRE/utils/make_freeboundary/W7-X_standard_configuration,desc,converged,maximum normalized force error,0.001791,,,1.0,success,desc.log
SPECTRE/utils/make_freeboundary/W7-X_standard_configuration,educational_vmec,not_converged,"max(|fsqr|,|fsqz|,|fsql|)",0.017194536791620016,1e-12,17194536791.620018,2.0,0,wout_vmec.nc
SPECTRE/utils/make_freeboundary/W7-X_standard_configuration,gvec,not_converged,|force|,5.27e-07,1e-07,5.2700000000000005,10000.0,finished,gvec.log
SPECTRE/utils/make_freeboundary/W7-X_standard_configuration,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.968496451385252e-13,1e-12,0.9968496451385253,1106.0,0,wout_W7-X_standard_configuration.nc
SPECTRE/utils/make_freeboundary/W7-X_standard_configuration,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.96844448408391e-13,1e-12,0.996844448408391,1106.0,0,wout_W7-X_standard_configuration.nc
SPECTRE/utils/make_freeboundary/W7-X_standard_configuration,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.600661859891237e-13,1e-12,0.9600661859891237,1168.0,0,wout_input.nc
SPECTRE/utils/make_freeboundary/W7-X_standard_configuration,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.968501611832802e-13,1e-12,0.9968501611832802,1105.0,0,wout_W7-X_standard_configuration.nc
SPECTRE/utils/vmec2spectre/iota,educational_vmec,not_converged,"max(|fsqr|,|fsqz|,|fsql|)",0.1291806908617619,3e-12,43060230287.25397,2.0,0,wout_vmec.nc
SPECTRE/utils/vmec2spectre/iota,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",2.987426183287846e-12,3e-12,0.9958087277626152,3681.0,0,wout_iota.nc
SPECTRE/utils/vmec2spectre/iota,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",2.9874141983872184e-12,3e-12,0.9958047327957394,3681.0,0,wout_iota.nc
SPECTRE/utils/vmec2spectre/iota,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",2.999839110116939e-12,3e-12,0.9999463700389796,3676.0,0,wout_input.nc
SPECTRE/utils/vmec2spectre/qabeta_curr,desc,converged,maximum normalized force error,0.01362,,,5.0,success,desc.log
SPECTRE/utils/vmec2spectre/qabeta_curr,educational_vmec,not_converged,"max(|fsqr|,|fsqz|,|fsql|)",0.18964495152508906,1e-13,1896449515250.8906,2.0,0,wout_vmec.nc
SPECTRE/utils/vmec2spectre/qabeta_curr,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.873317722446033e-14,1e-13,0.9873317722446032,2365.0,0,wout_qabeta_curr.nc
SPECTRE/utils/vmec2spectre/qabeta_curr,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.87331190409595e-14,1e-13,0.9873311904095949,2365.0,0,wout_qabeta_curr.nc
SPECTRE/utils/vmec2spectre/qabeta_curr,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.850735316720973e-14,1e-13,0.9850735316720972,2365.0,0,wout_input.nc
SPECTRE/utils/vmec2spectre/qabeta_curr,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.873381614264577e-14,1e-13,0.9873381614264577,2364.0,0,wout_qabeta_curr.nc
SPECTRE/wrapper/cyl_manyvol_test,spectre,converged,least-squares optimality,3.2430862623277783e-06,,,23.0,3,cyl_manyvol_test_res.json
SPECTRE/wrapper/qa_7vol_test,spectre,converged,least-squares optimality,1.3905258122060005e-05,,,22.0,2,qa_7vol_test_res.json
SPECTRE/wrapper/test_freeb_w7x,spectre,converged,least-squares optimality,19.390695459150475,,,77.0,3,test_freeb_w7x_res.json
SPECTRE/wrapper/test_lconsmin2_w7x,spectre,converged,least-squares optimality,0.0,,,1.0,1,test_lconsmin2_w7x_res.json
SPEC/ci/G1V03L0Fi/G1V03L0Fi,spec,converged,ForceErr,1.676355028755702e-19,1e-12,1.676355028755702e-07,5.0,finished,G1V03L0Fi.sp.h5
SPEC/ci/G1V03L3Fi/G1V03L3Fi,spec,converged,ForceErr,1.1863919737654448e-17,1e-12,1.1863919737654448e-05,2.0,finished,G1V03L3Fi.sp.h5
SPEC/ci/G2V32L1Fi_FG/G2V32L1Fi.001,spec,not_converged,ForceErr,2.224877833541585e-11,1e-12,22.248778335415853,12.0,finished,G2V32L1Fi.001.sp.h5
SPEC/ci/G2V32L1Fi/G2V32L1Fi.001,spec,not_converged,ForceErr,2.2249111092029577e-11,1e-12,22.249111092029576,12.0,finished,G2V32L1Fi.001.sp.h5
SPEC/ci/G3V08L3Fi/G3V08L3Fi.001,spec,converged,ForceErr,7.867537446486999e-14,1e-12,0.07867537446486998,24.0,finished,G3V08L3Fi.001.sp.h5
SPEC/ci/G3V08L3FrGrid/G3V08L3FrGrid.001,spec,converged,ForceErr,5.315786142157269e-16,1e-13,0.005315786142157269,255.0,finished,G3V08L3FrGrid.001.sp.h5
SPEC/ci/G3V08L3Fr_FG/G3V08L3Fr.001,spec,not_converged,ForceErr,0.00036193524105636164,1e-12,361935241.0563616,0.0,finished,G3V08L3Fr.001.sp.h5
SPEC/ci/G3V08L3Fr/G3V08L3Fr.001,spec,converged,ForceErr,3.1106690537622784e-16,1e-13,0.0031106690537622784,268.0,finished,G3V08L3Fr.001.sp.h5
SPEC/ci/toroidal_freeboundary_vacuum/G3V02L0Fr,spec,converged,ForceErr,1.7026879429524493e-14,1e-12,0.017026879429524494,10.0,finished,G3V02L0Fr.sp.h5
SPEC/ci/toroidal_freeboundary_vacuum/G3V02L0Fr_LU,spec,converged,ForceErr,7.767144977918338e-14,1e-12,0.07767144977918339,8.0,finished,G3V02L0Fr_LU.sp.h5
VMEC2000/python/tests/LandremanSenguptaPlunk_section5p3_low_res,desc,converged,maximum normalized force error,0.00143,,,6.0,success,desc.log
VMEC2000/python/tests/LandremanSenguptaPlunk_section5p3_low_res,educational_vmec,not_converged,"max(|fsqr|,|fsqz|,|fsql|)",12.867530925180628,1e-11,1286753092518.0627,74.0,4,wout_vmec.nc
VMEC2000/python/tests/LandremanSenguptaPlunk_section5p3_low_res,gvec,not_converged,|force|,6.83e-07,1e-07,6.83,10000.0,finished,gvec.log
VMEC2000/python/tests/LandremanSenguptaPlunk_section5p3_low_res,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",8.836751363126194e-12,1e-11,0.8836751363126194,0.0,0,wout_input_cleaned.nc
VMEC2000/python/tests/LandremanSenguptaPlunk_section5p3_low_res,spectre,converged,least-squares optimality,1.5731671501215908e-07,,,103.0,3,spectre_input_res.json
VMEC2000/python/tests/LandremanSenguptaPlunk_section5p3_low_res,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.832659111700402e-12,1e-11,0.9832659111700403,635.0,0,wout_LandremanSenguptaPlunk_section5p3_low_res.nc
VMEC2000/python/tests/LandremanSenguptaPlunk_section5p3_low_res,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.687521669586611e-12,1e-11,0.9687521669586612,587.0,0,wout_LandremanSenguptaPlunk_section5p3_low_res.nc
VMEC2000/python/tests/circular_tokamak,desc,converged,maximum normalized force error,3.748e-05,,,14.0,success,desc.log
VMEC2000/python/tests/circular_tokamak,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.504411022551767e-21,1e-20,0.9504411022551768,643.0,0,wout_vmec.nc
VMEC2000/python/tests/circular_tokamak,gvec,converged,|force|,1e-07,1e-07,1.0,10000.0,finished,gvec.log
VMEC2000/python/tests/circular_tokamak,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.46413980042412e-21,1e-20,0.946413980042412,0.0,0,wout_input_cleaned.nc
VMEC2000/python/tests/circular_tokamak,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.46948330295259e-21,1e-20,0.946948330295259,643.0,0,wout_circular_tokamak.nc
VMEC2000/python/tests/circular_tokamak,spectre,converged,least-squares optimality,1.451178623759762e-10,,,138.0,2,spectre_input_res.json
VMEC2000/python/tests/circular_tokamak,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.46948330295259e-21,1e-20,0.946948330295259,643.0,0,wout_circular_tokamak.nc
VMEC2000/python/tests/circular_tokamak,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.497293587305675e-21,1e-20,0.9497293587305675,643.0,0,wout_input.nc
VMEC2000/python/tests/circular_tokamak,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.513133966151426e-21,1e-20,0.9513133966151427,642.0,0,wout_circular_tokamak.nc
VMEC2000/python/tests/li383_low_res,desc,converged,maximum normalized force error,0.05881,,,2.0,success,desc.log
VMEC2000/python/tests/li383_low_res,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",8.799052875613213e-07,1e-06,0.8799052875613214,124.0,0,wout_vmec.nc
VMEC2000/python/tests/li383_low_res,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",8.808948803507126e-07,1e-06,0.8808948803507126,124.0,0,wout_li383_low_res.nc
VMEC2000/python/tests/li383_low_res,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",8.808948809577589e-07,1e-06,0.8808948809577589,124.0,0,wout_li383_low_res.nc
VMEC2000/python/tests/li383_low_res,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",8.799052880064931e-07,1e-06,0.8799052880064931,124.0,0,wout_input.nc
VMEC2000/python/tests/li383_low_res,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",8.808948803857552e-07,1e-06,0.8808948803857553,123.0,0,wout_li383_low_res.nc
VMEC2000/python/tests/up_down_asymmetric_tokamak,desc,converged,maximum normalized force error,0.000204,,,14.0,success,desc.log
VMEC2000/python/tests/up_down_asymmetric_tokamak,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.736039444554676e-12,1e-11,0.9736039444554677,1215.0,0,wout_vmec.nc
VMEC2000/python/tests/up_down_asymmetric_tokamak,gvec,not_converged,|force|,4.14e-07,1e-07,4.14,10000.0,finished,gvec.log
VMEC2000/python/tests/up_down_asymmetric_tokamak,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.73280886822342e-12,1e-11,0.973280886822342,0.0,0,wout_input_cleaned.nc
VMEC2000/python/tests/up_down_asymmetric_tokamak,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.732803561988538e-12,1e-11,0.9732803561988539,1215.0,0,wout_up_down_asymmetric_tokamak.nc
VMEC2000/python/tests/up_down_asymmetric_tokamak,spectre,converged,least-squares optimality,2.166860215766213e-17,,,4.0,1,spectre_input_res.json
VMEC2000/python/tests/up_down_asymmetric_tokamak,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.857607687280278e-12,1e-11,0.9857607687280279,1534.0,0,wout_up_down_asymmetric_tokamak.nc
VMEC2000/python/tests/up_down_asymmetric_tokamak,vmecpp,not_converged,"max(|fsqr|,|fsqz|,|fsql|)",1.0,1e-11,100000000000.0,1.0,1,wout_input.nc
VMEC2000/python/tests/up_down_asymmetric_tokamak,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.732803993307323e-12,1e-11,0.9732803993307324,1214.0,0,wout_up_down_asymmetric_tokamak.nc
VMEX/data/DIII-D_lasym_false,desc,converged,maximum normalized force error,0.001225,,,5.0,success,desc.log
VMEX/data/DSHAPE,desc,converged,maximum normalized force error,4.412e-05,,,6.0,success,desc.log
VMEX/data/DSHAPE,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.95363242785639e-13,1e-12,0.995363242785639,871.0,0,wout_vmec.nc
VMEX/data/DSHAPE,gvec,not_converged,|force|,1.49e-07,1e-07,1.49,10000.0,finished,gvec.log
VMEX/data/DSHAPE,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.953673303095131e-13,1e-12,0.9953673303095132,0.0,0,wout_input_cleaned.nc
VMEX/data/DSHAPE,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.961384269477566e-13,1e-12,0.9961384269477567,909.0,0,wout_DSHAPE.nc
VMEX/data/DSHAPE,spectre,converged,least-squares optimality,1.1133982720282611,,,82.0,3,spectre_input_res.json
VMEX/data/DSHAPE,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.961384269477566e-13,1e-12,0.9961384269477567,909.0,0,wout_DSHAPE.nc
VMEX/data/DSHAPE,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.850185502568228e-13,1e-12,0.9850185502568228,923.0,0,wout_input.nc
VMEX/data/DSHAPE,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.9614588746606e-13,1e-12,0.9961458874660599,908.0,0,wout_DSHAPE.nc
VMEX/data/ITERModel,desc,converged,maximum normalized force error,6.728e-06,,,38.0,success,desc.log
VMEX/data/ITERModel,educational_vmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",8.353018645434513e-15,1e-14,0.8353018645434513,418.0,0,wout_vmec.nc
VMEX/data/ITERModel,gvec,converged,|force|,9.99e-08,1e-07,0.9990000000000001,10000.0,finished,gvec.log
VMEX/data/ITERModel,jvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",8.35319834370413e-15,1e-14,0.835319834370413,0.0,0,wout_input_cleaned.nc
VMEX/data/ITERModel,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",8.353238087132026e-15,1e-14,0.8353238087132027,418.0,0,wout_ITERModel.nc
VMEX/data/ITERModel,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",8.353238087132026e-15,1e-14,0.8353238087132027,418.0,0,wout_ITERModel.nc
VMEX/data/ITERModel,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",8.353303335711557e-15,1e-14,0.8353303335711557,418.0,0,wout_input.nc
VMEX/data/ITERModel,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",8.353173972934941e-15,1e-14,0.8353173972934941,417.0,0,wout_ITERModel.nc
VMEX/data/LandremanPaul2021_QA_beta0p5_bootstrap,desc,converged,maximum normalized force error,0.0006315,,,6.0,success,desc.log
VMEX/data/LandremanPaul2021_QA_beta0p5_bootstrap,parvmec,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.93996990395086e-12,1e-11,0.9939969903950862,701.0,0,wout_LandremanPaul2021_QA_beta0p5_bootstrap.nc
VMEX/data/LandremanPaul2021_QA_beta0p5_bootstrap,vmec2000,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.939967626663475e-12,1e-11,0.9939967626663475,701.0,0,wout_LandremanPaul2021_QA_beta0p5_bootstrap.nc
VMEX/data/LandremanPaul2021_QA_beta0p5_bootstrap,vmecpp,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.943760599561088e-12,1e-11,0.9943760599561089,701.0,0,wout_input.nc
VMEX/data/LandremanPaul2021_QA_beta0p5_bootstrap,vmex,converged,"max(|fsqr|,|fsqz|,|fsql|)",9.939967761482636e-12,1e-11,0.9939967761482636,700.0,0,wout_LandremanPaul2021_QA_beta0p5_bootstrap.nc
VMEX/data/LandremanPaul2021_QA_beta2p5_bootstrap,desc,converged,maximum normalized force error,0.001895,,,5.0,success,desc.log
